duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.323719591,0.000002443,0.000000073,0.000003114,0.000000160,0.000000000,4.055688858,-7.391772747,4.879488468,-1.147349954,-0.000008567,-0.000002376,-0.000000023,-0.000000212,-0.000000000,-5.616229057,10.598968506,-7.113641739,1.685303569
0.297854275,0.396057099,0.833086908,0.020108957,-0.582705438,-0.093568474,0.933014214,-0.935483634,0.437575340,-0.085675284,-0.445603758,-0.736453593,0.528480530,0.947670043,-0.073700488,-1.425312400,1.445158958,-0.657253921,0.125842571
0.315498322,0.922409594,0.191416457,-0.225915566,0.214886189,-0.179869428,-0.057942826,0.051281411,0.017535428,-0.010625660,-0.291165859,0.867595375,0.083934948,-0.776982129,0.355264843,0.173857272,-0.118549623,-0.019694572,0.015608838
0.294424653,0.923173726,-0.260846913,-0.348310828,-0.032255124,0.128613442,0.038975555,-0.057950985,0.014794595,-0.000829169,0.289869517,0.252496958,-0.114637844,0.159647718,-0.114054240,-0.087843962,0.084622979,-0.020578418,0.001218408
0.329167426,0.405364096,-0.665972233,0.168196529,0.257561922,-0.134366825,-0.073668234,0.049704250,-0.006705028,-0.000113907,0.450741917,-0.022173047,-0.408907354,-0.188040972,0.126727149,0.091872193,-0.058206707,0.007820596,0.000166630
0.327677965,-0.000000076,-0.211362109,-0.000429475,-0.259996265,0.000202508,0.075658508,0.000439330,-0.007424084,0.000107518,-0.000000006,-0.727698445,0.001835246,0.351690084,-0.001598247,-0.081949495,-0.000074760,0.008600745,-0.000158370
0.294324726,-0.402803868,-0.594239831,-0.136285037,0.182879403,0.086419664,-0.044152789,-0.022417067,0.008132242,0.000826196,-0.449354082,-0.023901256,0.325038344,-0.133002341,-0.079753436,0.055607468,0.024760900,-0.010643379,-0.001211377
0.315497756,-0.921641290,-0.283231497,0.398718566,-0.037463352,-0.169182807,0.022465155,0.122858338,-0.067002483,0.010543969,-0.292458951,0.268587887,0.135092974,0.195744708,0.148380876,-0.076643072,-0.178864628,0.104195811,-0.015466410
0.297943860,-0.923934519,0.179329231,0.202387482,0.179387495,0.142372966,-0.286657631,0.269936025,-0.246643722,0.085212633,0.288569331,0.820432007,-0.072892480,-0.651626229,-0.281231552,0.487053901,-0.365680814,0.347417384,-0.125003219
0.325223386,-0.398608029,0.909576654,-0.019438965,-0.753822982,0.128451958,-2.099667549,5.418132305,-4.343468189,1.158846855,0.447041571,-0.799104512,-0.636453450,1.222295523,0.111029811,2.996317863,-8.067246437,6.426067829,-1.699947000
