duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
0.945904136,0.000000000,0.803831577,0.234756470,-0.093696475,-0.319804490,-0.011925076,0.116591237,-0.029746903,-0.000006312,-2.200000048,-0.000339012,0.520590544,0.000491264,-0.197374076,-0.000159661,0.059042569,-0.015581713,-0.000003276,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904195,0.699999988,0.144680291,-0.960403979,-0.201835603,0.327855319,0.062590830,-0.091757193,0.018866276,0.000004005,-1.833333373,0.497178584,-0.105445832,-0.155293673,0.141876906,0.026697589,-0.050089736,0.011740418,0.000002401,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,-0.000000061,-1.175706148,0.047075525,0.560894012,-0.074948378,-0.091549546,0.040391549,-0.006156089,-0.000000892,-1.466666698,0.303065211,0.042180479,0.088444218,-0.064898476,-0.027160894,0.032139312,-0.007101795,-0.000001378,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,-0.699999988,0.042835325,0.841142535,-0.062077042,-0.142348513,0.021476306,-0.002720177,0.001691735,-0.000000044,-1.100000024,0.400472790,-0.020573266,-0.048612401,0.032727458,0.016462622,-0.017600045,0.003788810,0.000000715,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904076,0.000000122,1.072397232,0.010305938,-0.411903054,-0.016561953,0.040684406,0.009114736,-0.004036402,-0.000001056,-0.733333349,0.347639054,0.010164844,0.027571112,-0.016301712,-0.009534153,0.008935631,-0.001807746,-0.000000345,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,0.699999988,0.020899331,-0.866003990,-0.030345332,0.182233155,0.010550682,-0.019160565,0.001825951,0.000000765,-0.366666675,0.378761292,-0.004211463,-0.017555051,0.006766758,0.006098811,-0.003725695,0.000531912,0.000000112,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,-0.000000017,-1.122634292,-0.007176338,0.484833926,0.011539925,-0.066035837,-0.006353865,0.005825186,0.000001276,0.000000000,0.356604427,-0.000000077,0.014609414,0.000000186,-0.005080099,0.000000730,0.000531912,0.000000075,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904493,-0.699999988,0.036158688,0.883263946,-0.052489195,-0.209976777,0.018247819,0.034439947,-0.009642159,-0.000002018,0.366666555,0.378761262,0.004211511,-0.017555105,-0.006767167,0.006100387,0.003723946,-0.001807746,-0.000000294,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945903957,0.000000245,1.035678744,-0.037528742,-0.358707130,0.060244583,0.022286756,-0.033090513,0.011114495,0.000001526,0.733333349,0.347639143,-0.010164626,0.027571412,0.016302250,-0.009537943,-0.008932867,0.003788797,0.000000631,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945903897,0.699999988,0.116182581,-0.792225540,-0.167578667,0.064434804,0.057250787,0.044721957,-0.022782195,-0.000003503,1.100000143,0.400472790,0.020573063,-0.048613142,-0.032728422,0.016470116,0.017595170,-0.007101784,-0.000001246,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,0.000000195,-1.318183541,-0.143539786,0.759535432,0.223896414,-0.153078407,-0.114779107,0.046139948,0.000008831,1.466666698,0.303065062,-0.042180590,0.088445589,0.064900123,-0.027174329,-0.032131985,0.011740433,0.000002254,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,-0.699999988,0.437912554,1.195160627,-0.555852294,-0.647665799,0.127720490,0.208320931,-0.065582834,-0.000013654,1.833333254,0.497178644,0.105446048,-0.155295551,-0.141878381,0.026717674,0.050083298,-0.015581729,-0.000003209,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,0.000000033,-0.000647289,-1.333993912,0.000944304,0.819395721,-0.000376073,-0.250988066,0.065651335,0.000014003,2.200000048,-0.000339056,-0.520590842,0.000493376,0.197374284,-0.000182847,-0.059042584,0.015617609,0.000003282,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,-0.699999988,-0.436356813,1.195701599,0.553585827,-0.648528934,-0.126852036,0.208833233,-0.046373062,-0.000009616,1.833333254,-0.496363729,0.105729401,0.154110417,-0.142332688,-0.026285954,0.050340973,-0.011862543,-0.000002420,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945903897,0.000000195,1.315738440,-0.144839823,-0.755980432,0.225978747,0.151794732,-0.115970083,0.023273990,0.000004179,1.466666698,-0.304345429,-0.042861588,-0.086584881,0.065993600,0.026513979,-0.032743052,0.007359399,0.000001421,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945903957,0.699999988,-0.111862898,-0.789641738,0.161304057,0.060283452,-0.055046782,0.047029443,-0.012063413,-0.000001874,1.100000143,-0.398210138,0.021926548,0.045326825,-0.034903847,-0.015319518,0.018799981,-0.004285852,-0.000000797,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904493,0.000000245,-1.043617129,-0.042439178,0.370235175,0.068140723,-0.026310807,-0.037442360,0.011430925,0.000002382,0.733333349,-0.351797193,-0.012736749,-0.021533616,0.020437706,0.007433738,-0.011215904,0.002744725,0.000000501,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,-0.699999988,-0.021399699,0.892482579,0.031058514,-0.224799260,-0.010781857,0.042616431,-0.009174727,-0.000002034,0.366666555,-0.371030241,0.009040704,0.006329924,-0.014531713,-0.002194321,0.008005921,-0.002286439,-0.000000403,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,-0.000000017,1.095093966,-0.024435757,-0.444857836,0.039280083,0.052139074,-0.021649353,0.004429403,0.000000458,-0.000000000,-0.371030271,-0.009040726,0.006330305,0.014531876,-0.002197739,-0.008005299,0.002744723,0.000000468,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904076,0.699999988,0.030577958,-0.833647966,-0.044279076,0.130296275,0.015290800,0.009359790,-0.007596785,-0.000000875,-0.366666675,-0.351796985,0.012736876,-0.021534014,-0.020438207,0.007438470,0.011213748,-0.004285852,-0.000000724,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904255,0.000000122,-1.168942094,-0.050959669,0.551073670,0.081198461,-0.088151000,-0.043814477,0.019591220,0.000003735,-0.733333349,-0.398210078,-0.021926664,0.045327481,0.034904901,-0.015327520,-0.018795492,0.007359406,0.000001296,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904136,-0.699999988,0.140680000,0.962244868,-0.196030095,-0.330819368,0.060606543,0.093372621,-0.030048514,-0.000006132,-1.100000024,-0.304345667,0.042861428,-0.086586118,-0.065995097,0.026527679,0.032735892,-0.011862525,-0.000002279,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.945904195,-0.000000061,0.806681812,-0.235297397,-0.097831115,0.320675552,-0.010532225,-0.117066078,0.033362649,0.000006849,-1.466666698,-0.496363729,-0.105729155,0.154112190,0.142333865,-0.026306115,-0.050334558,0.015617595,0.000003216,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
