duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
1.215719938,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,9.101288795,-17.224740982,11.558612823,-2.735161066,-2.200000048,-0.000000000,-0.000000000,-0.000000000,-0.000000000,3.965626240,-7.295909405,4.834818840,-1.137869358,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215720057,0.699999988,1.187002063,-1.211860538,-2.099492311,0.225514308,3.335937500,-3.336658478,1.475050092,-0.275492430,-1.833333373,0.793454111,-0.111518987,-0.763941288,-0.042696785,1.337646842,-1.334474444,0.602808654,-0.114611499,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719938,-0.000000061,-1.851991773,0.414507747,1.627944231,-0.802394092,-0.327622622,0.237805218,0.029524066,-0.027772665,-1.466666698,0.091961540,0.149688452,0.432310522,-0.296080709,-0.092348635,0.076662354,0.016026488,-0.011553322,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215720177,-0.699999988,0.424485266,0.617198586,-0.623681664,0.215826795,0.245377198,-0.235983908,0.059565466,-0.002787642,-1.100000024,0.521937013,-0.090352200,-0.228310779,0.144306019,0.091070808,-0.094222285,0.023397919,-0.001159808,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719819,0.000000122,0.856784105,0.127948567,-0.097597130,-0.207389161,-0.067573391,0.112618692,-0.024505297,-0.000286534,-0.733333349,0.278051585,0.046807103,0.129153565,-0.075933456,-0.044452459,0.041126955,-0.007967949,-0.000118669,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719938,0.699999988,0.154349089,-0.918265700,-0.224245161,0.266281664,0.078313053,-0.065906048,0.009496321,-0.000023225,-0.366666675,0.423167139,-0.019602858,-0.082089439,0.031523567,0.028682431,-0.017545691,0.002541601,-0.000010089,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719938,-0.000000017,-1.227373719,0.000000953,0.636961579,0.000001638,-0.119023964,0.000114595,0.009291738,0.000027216,0.000000000,0.319635898,0.000000321,0.068306379,0.000000159,-0.023788664,0.000045025,0.002456467,0.000010964,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215720415,-0.699999988,0.154347226,0.918264091,-0.224244878,-0.266283661,0.077519841,0.066876419,-0.026755570,0.000276758,0.366666555,0.423166305,0.019601975,-0.082088865,-0.031523973,0.028349333,0.017950404,-0.008904058,0.000115675,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719819,0.000000245,0.856788516,-0.127945408,-0.097599052,0.207389593,-0.075817861,-0.102816015,0.037196934,0.002803028,0.733333349,0.278053731,-0.046805333,0.129152238,0.075933836,-0.047879767,-0.037046127,0.014092205,0.001166019,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215719700,0.699999988,0.424476296,-0.617203236,-0.623677075,-0.215835154,0.164076671,0.332935810,-0.192512110,0.027739046,1.100000143,0.521933079,0.090349659,-0.228308335,-0.144308358,0.057245489,0.134558961,-0.076344259,0.011540339,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215720177,0.000000195,-1.851977110,-0.414503157,1.627929449,0.802395701,-1.135737300,0.725477040,-0.729119539,0.275534719,1.466666698,0.091968067,-0.149686292,0.432302743,0.296078652,-0.428528339,0.324069619,-0.314163357,0.114625446,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.215720177,-0.699999988,1.187004209,1.211903095,-2.099560499,-0.225889578,-4.684043884,12.897440910,-10.321836472,2.734982491,1.833333254,0.793454468,0.111536898,-0.763966024,0.042545058,-1.998824835,5.311936378,-4.267817497,1.137802005,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
