duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.382001936,0.000000007,0.000000008,0.000000004,0.000000000,0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,-0.000000024,-0.000000033,-0.000000003,-0.000000001,-0.000000000,-5.616290569,10.599083900,-7.113719940,1.685322165
0.351479828,0.396057993,0.833088815,0.020106502,-0.582710922,-0.093567483,0.933024466,-0.935494363,0.437580198,-0.085676201,-0.445603997,-0.736456037,0.528489053,0.947678089,-0.073702320,-1.425327539,1.445174932,-0.657261074,0.125843912
0.372300506,0.922408998,0.191411719,-0.225912631,0.214890927,-0.179873288,-0.057943992,0.051282566,0.017535508,-0.010625781,-0.291164994,0.867602766,0.083929509,-0.776991248,0.355270982,0.173859075,-0.118551433,-0.019694677,0.015609019
0.347432733,0.923174024,-0.260845929,-0.348311484,-0.032257654,0.128614932,0.038976304,-0.057951819,0.014794812,-0.000829181,0.289869010,0.252495587,-0.114637032,0.159652129,-0.114056528,-0.087845124,0.084624253,-0.020578742,0.001218425
0.388430595,0.405364007,-0.665973067,0.168196559,0.257563293,-0.134367809,-0.073668934,0.049705051,-0.006705227,-0.000113906,0.450742006,-0.022172235,-0.408907890,-0.188043267,0.126728550,0.091873236,-0.058207918,0.007820893,0.000166630
0.386672974,0.000000000,-0.211362705,-0.000429145,-0.259996325,0.000203229,0.075658545,0.000438779,-0.007423893,0.000107514,0.000000005,-0.727697909,0.001834821,0.351689786,-0.001599407,-0.081949502,-0.000073909,0.008600452,-0.000158365
0.347314835,-0.402803987,-0.594238877,-0.136284873,0.182878569,0.086419046,-0.044152457,-0.022416757,0.008132143,0.000826182,-0.449353993,-0.023902543,0.325037986,-0.133000791,-0.079752408,0.055606954,0.024760397,-0.010643212,-0.001211358
0.372299850,-0.921640992,-0.283232808,0.398717344,-0.037460938,-0.169181183,0.022464553,0.122856908,-0.067001708,0.010543860,-0.292459011,0.268590242,0.135095134,0.195741594,0.148378238,-0.076642223,-0.178862378,0.104194596,-0.015466239
0.351585537,-0.923934996,0.179331809,0.202388197,0.179383710,0.142370403,-0.286654115,0.269933373,-0.246641114,0.085211694,0.288569987,0.820428073,-0.072894245,-0.651620567,-0.281227618,0.487048656,-0.365676910,0.347413480,-0.125001818
0.383776456,-0.398610979,0.909570634,-0.019438792,-0.753814638,0.128452569,-2.099644423,5.418070793,-4.343419075,1.158833981,0.447038949,-0.799098790,-0.636447966,1.222283363,0.111028902,2.996282816,-8.067153931,6.425993919,-1.699927449
