duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.310019493,0.000001817,0.000001868,0.000000440,0.000000046,0.000000000,4.055715084,-7.391821384,4.879520893,-1.147357583,-0.000002163,-0.000002012,-0.000002360,-0.000000200,-0.000000000,-5.616227627,10.598963737,-7.113638401,1.685302615
0.285248786,0.396057606,0.833087683,0.020108635,-0.582708895,-0.093568541,0.933020055,-0.935489357,0.437578022,-0.085675806,-0.445602357,-0.736453712,0.528481781,0.947670221,-0.073698983,-1.425311089,1.445156574,-0.657252967,0.125842437
0.302146137,0.922409236,0.191413134,-0.225914583,0.214889765,-0.179870203,-0.057943571,0.051281467,0.017535677,-0.010625741,-0.291166276,0.867596805,0.083935857,-0.776983857,0.355260909,0.173857361,-0.118547998,-0.019695053,0.015608842
0.281964332,0.923173666,-0.260846108,-0.348310232,-0.032256626,0.128613114,0.038975976,-0.057951052,0.014794596,-0.000829172,0.289869308,0.252496392,-0.114641212,0.159647807,-0.114050962,-0.087843955,0.084621884,-0.020578114,0.001218405
0.315236777,0.405364156,-0.665972769,0.168195844,0.257562041,-0.134365931,-0.073668465,0.049704056,-0.006704971,-0.000113904,0.450741649,-0.022173706,-0.408905536,-0.188039303,0.126723021,0.091871671,-0.058204878,0.007820114,0.000166626
0.313810319,-0.000000155,-0.211363599,-0.000427536,-0.259996027,0.000201618,0.075658478,0.000439604,-0.007424145,0.000107516,0.000000221,-0.727696002,0.001830523,0.351689249,-0.001594733,-0.081949338,-0.000076351,0.008601202,-0.000158368
0.281868637,-0.402803928,-0.594240010,-0.136285812,0.182879120,0.086420201,-0.044152655,-0.022417197,0.008132269,0.000826190,-0.449354351,-0.023899570,0.325040877,-0.133002177,-0.079755761,0.055607632,0.024761757,-0.010643628,-0.001211377
0.302145600,-0.921641111,-0.283233166,0.398719639,-0.037462238,-0.169183135,0.022464756,0.122857951,-0.067002133,0.010543900,-0.292458683,0.268589705,0.135087982,0.195745170,0.148384243,-0.076642990,-0.178866044,0.104196236,-0.015466420
0.285334587,-0.923934877,0.179331973,0.202386484,0.179384723,0.142372340,-0.286655366,0.269934028,-0.246642008,0.085212044,0.288569748,0.820429444,-0.072888777,-0.651625454,-0.281234086,0.487054020,-0.365680248,0.347417384,-0.125003293
0.311459631,-0.398611844,0.909571648,-0.019438157,-0.753817260,0.128451422,-2.099653959,5.418096542,-4.343439102,1.158839226,0.447037905,-0.799107611,-0.636456907,1.222294807,0.111032024,2.996320724,-8.067255020,6.426073551,-1.699948430
