duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.269730389,0.373005986,0.518782735,-0.009416106,0.004175082,0.000000000,4.220037460,-7.850227356,5.230068207,-1.234813571,-0.242399529,-0.388691753,-0.043518554,-0.005277846,-0.000000000,-5.938302040,11.405183792,-7.712088585,1.832988143
0.248178825,0.325153083,0.973196328,-0.120020457,-0.695766509,-0.027086485,1.027986765,-1.033901334,0.476470500,-0.092203952,-0.512321770,-1.177497745,0.818759739,1.115377903,-0.163175896,-1.577839971,1.603282809,-0.721381128,0.136867270
0.262880236,0.959985673,0.151102230,-0.323933452,0.350090593,-0.218387783,-0.092157371,0.071740918,0.016084353,-0.011436110,-0.366998076,0.903130293,0.166866899,-0.956346631,0.414457798,0.221032292,-0.149139807,-0.017603299,0.016977349
0.245321184,0.919211805,-0.210756555,-0.328954875,-0.056552231,0.120864317,0.049689528,-0.064335771,0.016427170,-0.000893109,0.297556520,0.200863346,-0.136799350,0.164480835,-0.110106200,-0.101966321,0.096357502,-0.023781097,0.001326201
0.274269670,0.409809351,-0.620393813,0.122532360,0.236666828,-0.130127952,-0.067896649,0.056475196,-0.009975272,-0.000133388,0.444963574,-0.085964426,-0.362545907,-0.153754964,0.134235427,0.082678370,-0.073885918,0.014391007,0.000198480
0.273028612,-0.000882978,-0.267619550,-0.002559239,-0.186551794,0.018702650,0.053103954,-0.016058732,0.000897786,0.000015755,0.002414319,-0.647152960,0.017895859,0.243669406,-0.042308141,-0.046729058,0.030719507,-0.005944242,-0.000015882
0.245237947,-0.403689831,-0.523882210,-0.123247825,0.092618644,0.049382105,-0.014279874,-0.004150174,0.000856327,0.000197523,-0.449478596,-0.128234223,0.289879620,0.007402331,-0.015830703,0.007565384,-0.006844608,0.001768462,-0.000233697
0.262879789,-0.921191514,-0.395649314,0.321424991,0.136468723,-0.053435646,-0.021995105,0.019692833,-0.010256255,0.002530358,-0.292849123,0.458994031,0.261785090,-0.081089392,-0.046390027,-0.004295510,-0.011642747,0.013642077,-0.003006626
0.248253465,-0.925311625,0.375209630,0.305881619,-0.102314614,-0.039657649,-0.041608945,0.086704805,-0.067404516,0.020439839,0.294662684,0.499045879,-0.260477781,-0.198117778,0.019485923,0.102531128,-0.087467834,0.070946135,-0.024288177
0.270983368,-0.372063220,0.590695381,-0.211383089,-0.203811482,0.176750258,-0.525733352,1.239284992,-1.017057657,0.277995139,0.413943619,-0.314776927,-0.226038039,0.363582939,0.004353067,0.553859830,-1.554529548,1.247610450,-0.330315381
