duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.703589,0.000000,0.000000,0.000000,0.000000,6.976953,-6.114434,-4.789252,4.698168,-0.700000,-0.000000,-0.000000,-0.000000,-0.032035,0.075381,-0.043561,0.001615,-0.500000,-0.000000,-0.000000,-0.000000,3.759111,-1.986588,-3.999709,2.952744,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,0.475528,1.263359,-1.167015,-3.698192,0.903775,7.931468,-8.420815,2.668841,-0.700000,0.004039,0.013124,-0.006588,-0.041801,-0.024728,0.087361,-0.036732,-0.154508,1.172682,0.234927,-1.790947,-0.314322,3.969815,-3.881196,1.227997,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,0.293893,-1.338629,0.046242,2.340427,-1.820248,-1.341890,2.026116,-0.613465,-0.700000,-0.016627,-0.022935,0.046866,0.075022,-0.031044,-0.081191,0.041547,0.404509,0.297396,-0.472635,0.472476,-0.539379,-0.440202,0.713642,-0.214778,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,-0.293893,-0.402840,0.132545,-0.572995,0.961871,0.686091,-1.266976,0.415269,-0.700000,0.038469,0.042675,-0.104906,-0.130311,0.058806,0.124650,-0.058346,0.404508,-0.400945,-0.765007,-0.095547,0.558653,0.259894,-0.490555,0.150705,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,-0.475528,0.155392,1.016055,0.266449,-0.976585,-0.360278,0.750699,-0.225195,-0.700000,-0.087365,-0.114049,0.187337,0.290923,-0.021545,-0.162535,0.056427,-0.154509,-0.902079,0.340332,0.638722,-0.335893,-0.252215,0.236971,-0.054941,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.675823,0.000000,0.764224,-0.632939,-0.967623,0.584333,0.465761,-0.361155,0.061573,-0.700000,0.289052,0.677290,0.251201,-0.303863,-0.120986,0.115473,-0.019687,-0.500000,-0.053117,0.484508,-0.375679,-0.133657,0.175973,-0.035004,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,0.000000,0.764216,0.632947,-0.967638,-0.584970,0.467516,0.358601,-0.225250,0.700000,0.289052,-0.677290,0.251209,0.303850,-0.120971,-0.115487,0.056467,-0.500000,0.053119,0.484508,0.375674,-0.133325,-0.177018,-0.033582,0.054922,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,0.475528,0.155398,-1.016054,0.266438,0.970135,-0.345474,-0.778194,0.415217,0.700000,-0.087365,0.114049,0.187336,-0.290878,-0.021552,0.162735,-0.058354,-0.154508,0.902075,0.340330,-0.638716,-0.332429,0.244226,0.251709,-0.150703,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,0.293893,-0.402849,-0.132550,-0.572986,-1.025548,0.833984,0.995132,-0.613378,0.700000,0.038469,-0.042675,-0.104904,0.130598,0.058113,-0.123422,0.041541,0.404509,0.400950,-0.765003,0.095539,0.592951,-0.339673,-0.344124,0.214750,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,-0.293893,-1.338614,-0.046236,2.340397,1.188256,0.126926,-4.722511,2.668260,0.700000,-0.016627,0.022935,0.046865,-0.072125,-0.037797,0.093555,-0.036734,0.404508,-0.297405,-0.472639,-0.472451,-0.198851,-0.351100,2.166497,-1.227773,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.703589,-0.475528,1.263361,1.167068,-3.698309,-7.178451,22.512352,-18.353928,4.699797,0.700000,0.004039,-0.013124,-0.006586,0.070622,-0.091728,0.035616,0.001611,-0.154509,-1.172681,0.234898,1.790994,3.066136,-11.825059,10.543367,-2.952882,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
