duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.837169468,0.000000000,0.283906341,-0.000197753,0.141689450,0.000373138,-0.031705279,-0.000196175,0.002187675,0.000000603,-0.000000000,-0.582165241,0.000643082,0.142670944,-0.000481041,-0.006147570,0.000174526,-0.000298699,-0.000000003
0.770279229,0.396057993,0.520488203,0.129588217,-0.078822531,-0.060550727,0.008634937,0.009177878,-0.002164380,-0.000000566,-0.445603997,-0.171664819,0.305310994,0.056322854,-0.027991317,-0.007501129,-0.001161601,0.001123850,0.000000175
0.815908432,0.922408998,0.406832755,-0.327208579,-0.150818050,0.056017697,0.024296086,-0.008453963,0.000099020,0.000000061,-0.291164994,0.486564368,0.266473413,-0.136126101,-0.054853000,0.012190024,0.009472433,-0.002686455,-0.000000703
0.761409938,0.923174024,-0.377497792,-0.283315510,0.122395739,0.041074894,-0.017233066,-0.005122357,0.001887625,0.000000464,0.289869010,0.457918942,-0.229449794,-0.112359703,0.041036837,0.008897488,-0.006173711,0.001002754,0.000000183
0.851258099,0.405364007,-0.577251911,0.151001692,0.109013602,-0.087218896,-0.014499116,0.015817100,-0.002225751,-0.000000737,0.450742006,-0.178261563,-0.378573239,0.073217914,0.043788474,-0.012362213,0.001659040,-0.000210412,-0.000000011
0.847406149,-0.000000000,-0.288948953,0.000230998,-0.144474536,-0.000403446,0.032874178,0.000210484,-0.002292064,-0.000000646,0.000000000,-0.591242671,0.000649930,0.148530737,-0.000493166,-0.006673781,0.000180810,-0.000305857,-0.000000008
0.761151552,-0.402803987,-0.515520751,-0.122523248,0.077252977,0.056535900,-0.008204993,-0.008320175,0.001942760,0.000000501,-0.449353993,-0.162350595,0.300797909,0.052705776,-0.027243968,-0.007024112,-0.001028377,0.001038186,0.000000157
0.815907001,-0.921640992,-0.407344222,0.324503928,0.151460722,-0.054476276,-0.024487771,0.008026184,0.000023473,-0.000000048,-0.292459011,0.487050354,0.266109705,-0.136391521,-0.054717440,0.012197477,0.009466710,-0.002685576,-0.000000703
0.770510912,-0.923934996,0.381543547,0.292547613,-0.126312509,-0.044303715,0.018149013,0.005805778,-0.002105200,-0.000000524,0.288569987,0.462933838,-0.235271260,-0.116212286,0.043128245,0.009435789,-0.006629641,0.001084152,0.000000204
0.841058373,-0.398611009,0.569057703,-0.152344570,-0.103570320,0.084909886,0.013552041,-0.015123363,0.002128924,0.000000688,0.447039008,-0.184190586,-0.366330147,0.072862580,0.040918157,-0.011722228,0.001630490,-0.000207250,-0.000000010
