duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.411529005,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-5.616290569,10.599084854,-7.113719940,1.685322165
0.378647655,0.396057993,0.833088756,0.020106498,-0.582710803,-0.093567505,0.933024347,-0.935494244,0.437580168,-0.085676193,-0.445603997,-0.736455977,0.528489053,0.947677970,-0.073702276,-1.425327420,1.445174813,-0.657261074,0.125843912
0.401077688,0.922408998,0.191411734,-0.225912675,0.214890912,-0.179873243,-0.057943992,0.051282547,0.017535517,-0.010625783,-0.291164994,0.867602766,0.083929516,-0.776991248,0.355270952,0.173859090,-0.118551433,-0.019694678,0.015609019
0.374287754,0.923174024,-0.260845929,-0.348311484,-0.032257650,0.128614947,0.038976289,-0.057951797,0.014794797,-0.000829178,0.289869010,0.252495587,-0.114637055,0.159652174,-0.114056535,-0.087845124,0.084624246,-0.020578731,0.001218422
0.418454587,0.405364007,-0.665973067,0.168196574,0.257563323,-0.134367824,-0.073668949,0.049705066,-0.006705231,-0.000113905,0.450742006,-0.022172229,-0.408907890,-0.188043311,0.126728550,0.091873266,-0.058207937,0.007820899,0.000166629
0.416561097,-0.000000000,-0.211362675,-0.000429172,-0.259996325,0.000203235,0.075658545,0.000438786,-0.007423898,0.000107515,-0.000000000,-0.727697909,0.001834864,0.351689786,-0.001599421,-0.081949502,-0.000073910,0.008600455,-0.000158366
0.374160737,-0.402803987,-0.594238877,-0.136284858,0.182878584,0.086419038,-0.044152472,-0.022416735,0.008132125,0.000826187,-0.449353993,-0.023902534,0.325037926,-0.133000806,-0.079752386,0.055606961,0.024760373,-0.010643194,-0.001211363
0.401077002,-0.921640992,-0.283232808,0.398717344,-0.037460983,-0.169181213,0.022464599,0.122856885,-0.067001693,0.010543857,-0.292459011,0.268590212,0.135095164,0.195741653,0.148378238,-0.076642267,-0.178862363,0.104194589,-0.015466237
0.378761560,-0.923934996,0.179331765,0.202388212,0.179383770,0.142370433,-0.286654115,0.269933373,-0.246641114,0.085211694,0.288569987,0.820428133,-0.072894335,-0.651620626,-0.281227618,0.487048626,-0.365676790,0.347413421,-0.125001803
0.413440675,-0.398611009,0.909570694,-0.019438839,-0.753814638,0.128452495,-2.099644423,5.418070793,-4.343419075,1.158833981,0.447039008,-0.799098790,-0.636447847,1.222283244,0.111028917,2.996282578,-8.067152977,6.425993443,-1.699927330
