duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
3.000000000,0.800000012,0.000000000,0.000000000,0.000000000,-22.125461578,61.951343536,-57.526306152,17.700422287,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-51.691589355,114.747970581,-81.142272949,18.085914612,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.600122094,0.800000012,-0.000000241,-0.177073807,0.000002064,0.124896541,-0.000020345,-0.081812307,0.026822558,0.000005836,0.000000000,1.344500422,-0.000000137,-0.393243462,-0.000008088,0.173394948,-0.000038412,-0.024600800,-0.000004475,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.465260983,0.692820311,-0.122281738,-0.055080224,-0.092146002,-0.058955740,0.020364074,0.023023833,-0.007742689,-0.000001849,1.100000024,0.666149437,0.022150194,0.223032504,0.001824124,-0.096290991,-0.037384905,0.025768843,0.000006795,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.269794315,0.399999976,-0.324124426,-0.100508355,0.012684135,0.013240251,-0.000274227,-0.001186970,0.000169588,-0.000000002,1.905256033,0.499573469,-0.094204314,-0.112701073,-0.015605735,0.014484553,0.005440902,-0.002243475,-0.000000318,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.269794375,-0.000000035,-0.441433668,0.000000037,0.045098983,0.000000017,-0.003834968,0.000000024,0.000169582,-0.000000022,2.200000048,0.000000001,-0.346604913,0.000000118,0.059886713,-0.000001352,-0.010268402,0.002243391,0.000000297,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.465261161,-0.400000066,-0.558953404,0.298902869,0.065050133,-0.117101826,-0.004177111,0.031202998,-0.007742267,-0.000001729,1.905255914,-0.861516178,-0.280155092,0.577987373,-0.138027117,-0.220875964,0.143105164,-0.025767388,-0.000007035,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.600121975,-0.692820430,-0.157726556,0.091639034,-0.197741389,0.163195372,0.072665974,-0.106039867,0.026822081,0.000005762,1.099999666,-0.859239995,0.036851764,-0.478620797,0.005036311,0.343696475,-0.172330186,0.024600558,0.000006039,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.600122154,-0.800000012,0.000000177,0.177074000,-0.000001995,-0.124896750,0.000020331,0.081812441,-0.026822604,-0.000005837,-0.000000192,-1.344500542,-0.000000030,0.393243581,0.000008214,-0.173395023,0.000038350,0.024600832,0.000004476,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.465260834,-0.692820251,0.122281767,0.055080220,0.092145979,0.058955699,-0.020364070,-0.023023833,0.007742699,0.000001846,-1.100000381,-0.666149259,-0.022150155,-0.223032281,-0.001824107,0.096290864,0.037384871,-0.025768818,-0.000006791,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.269794285,-0.399999946,0.324124396,0.100508325,-0.012684140,-0.013240249,0.000274226,0.001186975,-0.000169591,0.000000003,-1.905256033,-0.499573350,0.094204232,0.112701014,0.015605743,-0.014484541,-0.005440898,0.002243471,0.000000319,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.269794613,0.000000010,0.441434056,-0.000000047,-0.045099091,-0.000000005,0.003834984,-0.000000029,-0.000169581,0.000000022,-2.200000048,-0.000000135,0.346605510,-0.000000051,-0.059886921,0.000001351,0.010268439,-0.002243394,-0.000000299,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.465260983,0.400000304,0.558952928,-0.298902601,-0.065049775,0.117101550,0.004176988,-0.031202847,0.007742231,0.000001730,-1.905255556,0.861516118,0.280154318,-0.577986598,0.138027266,0.220875368,-0.143104836,0.025767328,0.000007036,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.600121975,0.692820489,0.157726631,-0.091639176,0.197741210,-0.163195178,-0.072665900,0.106039770,-0.026822068,-0.000005758,-1.099999547,0.859240115,-0.036851764,0.478620857,-0.005036353,-0.343696594,0.172330290,-0.024600586,-0.000006039,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
3.000000000,0.800000012,-0.000001133,-4.425042152,0.000265869,44.249389648,-88.499305725,66.374626160,-17.699913025,0.000000000,0.000000378,6.721133709,-0.000013012,-49.125469208,62.079120636,7.698181152,-45.459045410,18.085857391,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
