duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
0.649999976,-0.000000549,0.000000000,0.000000000,0.000000000,-10.219116211,26.011894226,-22.176647186,6.383869648,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000921,0.000000000,0.000000000,0.000000000,6.251207829,-15.972977638,13.542229652,-3.820457935,0.000000000
0.330000013,-0.000000549,0.411336899,0.055622160,-0.111887984,-0.040447734,0.035878327,0.008744752,-0.005689812,-0.000001540,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000921,-0.177639186,0.175599277,0.314530075,-0.090367705,-0.149100080,0.086720660,-0.013299189,0.000002599
0.330000013,0.353554457,0.217135593,-0.152305901,0.060766861,0.070863925,-0.031233264,-0.031106981,0.012322040,0.000001961,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.146445006,0.437431365,0.107579373,-0.268854111,-0.000347877,0.092092052,-0.006308830,-0.008040752,0.000000264
0.330000013,0.499998987,0.121758744,-0.064942501,-0.158864439,-0.120498456,0.041017238,0.055160154,-0.020069808,-0.000005893,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.500002980,0.210941732,-0.043622036,0.243082017,0.084072039,-0.114657104,-0.062527262,0.036248859,0.000011362
0.159999996,0.353556097,-0.276941597,-0.105450213,0.019344673,0.011557110,-0.001333975,-0.001110307,0.000387466,0.000000005,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.853591025,0.239844292,-0.031220678,-0.062476780,-0.008710179,0.007287568,0.002487281,-0.000752615,-0.000000072
0.159999996,0.000000893,-0.394197345,0.000001023,0.043596171,0.001794276,-0.006195181,0.001601340,-0.000155463,-0.000000142,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.999956965,0.000542389,-0.175818980,-0.001119908,0.038690321,-0.006784033,-0.002784384,0.000832411,-0.000000561
0.400000006,-0.353554815,-0.696751416,0.627133608,0.240713716,-0.414556891,0.013832442,0.124487653,-0.041298468,-0.000010691,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.853543699,-0.610951543,-0.244306758,0.925754189,-0.308612734,-0.589088678,0.739634871,-0.265912116,-0.000090401
0.400000006,-0.499997139,0.148351431,0.000000339,-0.235478476,0.075725310,0.161395073,-0.164772958,0.052825689,0.000013731,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.500007033,0.073547646,0.298225313,-0.718859971,-1.472784519,2.688359737,-1.123832822,0.063998550,-0.000002894
0.400000006,-0.461940855,-0.066961318,-0.000000355,0.235581920,0.260966510,-0.518593132,0.205314130,-0.007918839,-0.000001074,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.308654398,-0.230954736,0.674928248,0.036722608,-2.648731709,2.782548189,-0.676015079,-0.100695834,-0.000011309
0.400000006,-0.353553444,0.267128021,-0.000000071,-0.077420406,0.470478177,-0.439037412,0.149826035,-0.017414939,-0.000006738,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.146450236,-0.214147776,0.463033170,0.221992791,-2.401362896,2.928422689,-1.380763650,0.236305937,0.000070331
0.649999976,-0.000000773,0.810208738,0.215796694,-0.855033457,-14.942010880,35.645133972,-28.984333038,8.110242844,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000817,-0.349892646,0.681285739,2.403584719,-9.429342270,12.302055359,-7.237487793,1.629797459,0.000000000
