duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.784639716,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.616290569,10.599084854,-7.113719940,1.685322165
0.721946657,0.396057993,0.833088756,0.020106504,-0.582710862,-0.093567476,0.933024347,-0.935494244,0.437580168,-0.085676201,-0.445603997,-0.736455977,0.528489053,0.947678030,-0.073702335,-1.425327420,1.445174813,-0.657261074,0.125843912
0.764712751,0.922408998,0.191411749,-0.225912631,0.214890882,-0.179873258,-0.057944015,0.051282600,0.017535482,-0.010625775,-0.291164994,0.867602766,0.083929494,-0.776991129,0.355270922,0.173859134,-0.118551508,-0.019694626,0.015609007
0.713633835,0.923174024,-0.260845959,-0.348311484,-0.032257631,0.128614932,0.038976289,-0.057951804,0.014794801,-0.000829179,0.289869010,0.252495617,-0.114637025,0.159652099,-0.114056520,-0.087845095,0.084624231,-0.020578731,0.001218422
0.797844291,0.405364007,-0.665973067,0.168196559,0.257563293,-0.134367809,-0.073668912,0.049705029,-0.006705216,-0.000113908,0.450742006,-0.022172263,-0.408907890,-0.188043237,0.126728565,0.091873206,-0.058207903,0.007820887,0.000166632
0.794234097,0.000000000,-0.211362690,-0.000429147,-0.259996325,0.000203231,0.075658545,0.000438798,-0.007423910,0.000107518,-0.000000000,-0.727697909,0.001834859,0.351689786,-0.001599441,-0.081949495,-0.000073911,0.008600461,-0.000158369
0.713391662,-0.402803987,-0.594238877,-0.136284828,0.182878554,0.086419024,-0.044152454,-0.022416733,0.008132123,0.000826188,-0.449353993,-0.023902556,0.325037897,-0.133000746,-0.079752348,0.055606935,0.024760362,-0.010643189,-0.001211363
0.764711380,-0.921640992,-0.283232838,0.398717314,-0.037460934,-0.169181153,0.022464612,0.122856796,-0.067001641,0.010543848,-0.292459011,0.268590271,0.135095239,0.195741549,0.148378119,-0.076642253,-0.178862229,0.104194522,-0.015466227
0.722163796,-0.923934996,0.179331824,0.202388227,0.179383680,0.142370388,-0.286654025,0.269933283,-0.246641055,0.085211679,0.288569987,0.820428073,-0.072894365,-0.651620507,-0.281227559,0.487048507,-0.365676731,0.347413361,-0.125001773
0.788284600,-0.398611009,0.909570694,-0.019438820,-0.753814578,0.128452465,-2.099644423,5.418071270,-4.343419075,1.158833981,0.447039008,-0.799098730,-0.636447966,1.222283125,0.111029036,2.996282816,-8.067153931,6.425993919,-1.699927449
