duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.779204011,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,3.824644566,-6.867108822,4.487782478,-1.049260139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.484725952,10.293261528,-6.880392551,1.626252890
0.681433558,0.396057993,0.822898030,0.079507641,-0.522969902,-0.151629940,0.699564278,-0.648595512,0.311015129,-0.063438743,-0.445603997,-0.714298666,0.457732052,0.852358162,-0.000432608,-1.123878002,1.084242702,-0.499609798,0.098325163
1.331488609,0.922408998,0.160865262,-1.441034317,1.694944143,0.904858410,-1.899035931,0.456809402,0.190329939,-0.066971935,-0.291164994,1.820904493,1.139156103,-5.098439217,0.586507797,4.805829525,-3.153371572,0.376411438,0.104035467
0.776989222,0.923174024,0.014748488,-0.321308464,-0.323643327,0.027289275,0.091050789,0.000574400,-0.005591264,-0.000929886,0.289869010,-0.159885392,0.319498777,0.246177778,-0.258364052,-0.053049710,0.088414356,-0.023375491,0.001456722
1.394772530,0.405364007,-1.934253216,-1.136959910,2.659372568,2.392132044,-1.358988166,-2.035877943,1.009633541,-0.000422870,0.450742006,0.533956230,-0.472178638,-1.654677510,0.897477925,1.204839706,-1.347062230,0.385636091,0.001266579
0.748597682,0.000000000,0.747279048,-0.502280712,-1.046092987,0.030420467,0.338779867,0.119941741,-0.090842932,-0.000008421,0.000000000,-0.608160138,-0.021621849,0.094400816,0.025032640,0.057340704,0.033071890,-0.029415587,-0.000002458
0.297888249,-0.402803987,-0.595419288,-0.028351972,0.105999723,0.008609170,-0.008496033,-0.002012754,0.000825219,0.000008957,-0.449353993,0.004431034,0.136727184,0.025184961,-0.005563946,-0.003604751,-0.000701902,0.000426213,-0.000003816
0.428207487,-0.921640992,-0.500811100,0.503631055,0.132491693,-0.147531524,-0.018017642,0.036265880,-0.008666590,0.000344253,-0.292459011,0.448352367,0.291696966,-0.096394405,-0.083114542,0.006166792,0.018820599,-0.004351350,-0.000147433
0.525604784,-0.923934996,0.470599383,0.312431455,-0.363478512,0.061596800,0.079985157,-0.029372012,-0.013470884,0.007032602,0.288569987,0.641005158,-0.373199850,-0.279852420,0.153020695,0.063805170,-0.062788680,0.019446423,-0.002967448
1.275858164,-0.398611009,1.060953498,-0.796214819,0.252661020,1.449313998,-7.210727215,11.233993530,-7.356864452,1.765495300,0.447039008,-0.675280929,-1.609340072,3.274776936,0.108318366,-2.393593073,-0.412991673,2.006299496,-0.745227993
