duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.881091,-0.000000,-0.000000,0.000000,0.000000,4.538541,-3.464396,-1.738793,1.498888,-2.200000,0.000000,0.000000,0.000000,1.888069,-1.103395,-1.001635,0.687284,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.700000,1.347195,-1.561028,-3.069385,0.831273,4.207085,-3.598725,0.905039,-1.833333,0.900535,-0.143650,-1.116856,0.119327,1.655695,-1.382449,0.350193,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,-0.000000,-2.101929,0.533938,2.379998,-1.285294,-0.826215,0.864451,-0.197873,-1.466667,0.104372,0.192817,0.632023,-0.472103,-0.260947,0.312013,-0.073228,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,-0.700000,0.481772,0.795029,-0.911801,0.362738,0.441101,-0.468636,0.117447,-1.100000,0.592375,-0.116385,-0.333782,0.241373,0.162746,-0.186489,0.045498,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.000000,0.972412,0.164814,-0.142684,-0.343638,-0.129413,0.244380,-0.062225,-0.733333,0.315576,0.060293,0.188818,-0.125798,-0.084605,0.089423,-0.020480,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.700000,0.175179,-1.182841,-0.327839,0.441878,0.147287,-0.140552,0.022807,-0.366667,0.480276,-0.025251,-0.120012,0.052322,0.053942,-0.037376,0.006069,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,-0.000000,-1.393015,0.000001,0.931216,-0.000043,-0.223941,-0.000109,0.022804,-0.000000,0.362773,0.000000,0.099862,-0.000017,-0.044719,-0.000042,0.006064,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881092,-0.700000,0.175177,1.182838,-0.327838,-0.442296,0.148074,0.139386,-0.062217,0.366667,0.480275,0.025250,-0.120011,-0.052494,0.054246,0.036895,-0.020481,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.000000,0.972418,-0.164810,-0.142687,0.339462,-0.121661,-0.255704,0.117432,0.733333,0.315579,-0.060291,0.188816,0.124057,-0.081377,-0.094140,0.045501,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.700000,0.481762,-0.795036,-0.911795,-0.404159,0.517949,0.355862,-0.197836,1.100000,0.592371,0.116382,-0.333779,-0.258597,0.194741,0.139599,-0.073215,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,0.000000,-2.101912,-0.533932,2.379976,0.874196,-0.063252,-1.982900,0.904874,1.466667,0.104380,-0.192815,0.632011,0.301072,0.056467,-0.777335,0.350141,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.881091,-0.700000,1.347197,1.561083,-3.069484,-4.912923,11.781207,-7.507518,1.499434,1.833333,0.900536,0.143673,-1.116892,-1.817340,4.806670,-3.237845,0.687461,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
