duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.680889666,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,3.952174664,-7.150835991,4.694324493,-1.099605203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.385617733,10.079830170,-6.728208542,1.588392019
0.677412987,0.396057993,0.914593458,0.050555870,-0.759748161,-0.169172198,1.249814272,-1.208035231,0.557150960,-0.108807988,-0.445603997,-0.835144281,0.518539011,1.184750676,-0.029869195,-1.869434237,1.861282468,-0.832853734,0.157168388
0.671409607,0.922408998,0.089425310,-0.208809614,0.299921125,-0.151415259,-0.068185128,0.022919303,0.027479291,-0.010569999,-0.291164994,0.876763642,0.028739881,-0.732058108,0.380316257,0.140847102,-0.109093495,-0.019752277,0.015271021
0.746451378,0.923174024,-0.144203320,-0.339282513,-0.218974605,0.112021491,0.142938748,-0.079318248,0.010581869,-0.001573449,0.289869010,0.325648725,-0.124440253,0.246878013,-0.266149789,-0.197338313,0.234734967,-0.060722418,0.002262086
0.530126095,0.405364007,-0.519391537,0.047259662,0.126943275,-0.026160713,-0.034953434,-0.005810709,0.006794506,-0.000045072,0.450742006,-0.165077016,-0.325270772,-0.034034200,0.076635450,0.009894791,-0.017018447,0.004061314,0.000066875
0.454299420,0.000000000,-0.266615182,-0.017733376,-0.131007299,-0.028819382,0.032577392,0.016093848,-0.007298573,-0.000001421,-0.000000000,-0.544045746,-0.026973635,0.111380018,0.009524493,-0.001553730,0.005153962,-0.002837702,-0.000001650
0.405126303,-0.402803987,-0.536868989,-0.135030985,0.103421524,0.075841278,-0.013703013,-0.017534835,0.005018014,0.000019987,-0.449353993,-0.198396206,0.291412622,0.097586200,-0.012881876,-0.017009100,-0.007548838,0.003765721,-0.000033540
0.372233689,-0.921640992,-0.304805070,0.283795148,0.074316382,-0.056065049,-0.008528157,0.011426830,-0.002574447,0.000140356,-0.292459011,0.479079247,0.254695982,-0.112539358,-0.058232162,0.010480553,0.009816090,-0.002014859,-0.000256482
0.494579017,-0.923934996,0.359402448,0.364272654,-0.208607629,-0.023636576,0.044233155,-0.003976578,-0.010250142,0.003886667,0.288569987,0.681702435,-0.405618459,-0.303111434,0.164986625,0.076308571,-0.082484156,0.033752564,-0.007067129
1.080440521,-0.398611009,1.145208836,-0.606625795,-0.849212587,1.165909052,-1.799089789,3.105048656,-2.418220997,0.655593455,0.447039008,-0.682793617,-1.375792384,2.667025328,-0.093196444,0.081970446,-3.898527861,4.046800613,-1.192525029
