duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
2.100000,-0.000000,-0.000000,0.000000,-0.000000,0.057502,-0.013198,-0.005170,0.001444,0.000000,0.000000,0.000000,0.000000,-0.109060,0.045825,0.001682,-0.001890,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.420000,0.396058,0.447114,0.029998,-0.073311,-0.005528,0.023981,-0.012080,0.002055,-0.445604,-0.306431,0.227923,0.129918,-0.033080,-0.048349,0.027277,-0.004466,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.240000,0.922409,0.212537,-0.150066,-0.020432,-0.000755,0.001512,0.001718,-0.000438,-0.291165,0.453618,0.118910,-0.106348,0.012698,0.007432,-0.004533,0.000698,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.400000,0.923174,-0.222693,-0.170266,0.028316,0.018340,-0.000767,-0.002965,0.000567,0.289869,0.380681,-0.135624,-0.044163,0.002071,-0.002024,0.003197,-0.000589,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.120000,0.405364,-0.412159,0.036499,0.029535,-0.019782,-0.002387,0.002523,-0.000304,0.450742,-0.202800,-0.234652,0.023954,0.025401,0.000689,-0.002440,0.000326,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.120000,-0.000000,-0.326718,0.001632,-0.034855,-0.000618,0.006571,0.000120,-0.000363,0.000000,-0.511408,0.001159,0.095777,-0.000601,-0.007119,0.000161,0.000264,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.400000,-0.402804,-0.409751,-0.038417,0.028186,0.020530,-0.002115,-0.002798,0.000602,-0.449354,-0.202421,0.232004,0.022857,-0.024326,0.000803,0.002371,-0.000558,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.240000,-0.921641,-0.225440,0.170106,0.029068,-0.019400,0.000068,0.002209,-0.000463,-0.292459,0.377102,0.137549,-0.042554,-0.001350,-0.003983,-0.001421,0.000687,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
1.420000,-0.923935,0.210427,0.150387,-0.020196,-0.005113,0.008212,-0.008527,0.002094,0.288570,0.457032,-0.117259,-0.107847,-0.001349,-0.004925,0.017189,-0.004491,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2.100000,-0.398611,0.448573,-0.028449,-0.073878,-0.046144,0.056136,-0.016217,0.001454,0.447039,-0.306216,-0.230178,0.130467,0.130222,-0.108675,0.026240,-0.001898,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
