duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.248306,0.000000,1.749017,-0.000007,-4.851685,0.000173,4.027359,0.002479,-1.483551,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.480000,0.000000,4.614036,-0.000017,-14.322120,-0.002510,58.069740,-62.646740,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.273506,0.363731,0.925744,-3.026758,-2.565007,4.207580,2.113873,-2.579970,0.006963,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.240000,1.640371,1.384782,-4.781540,5.811055,5.400445,-50.817398,53.084946,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.248306,0.363731,-0.925744,-3.026767,2.565018,4.207999,-2.111563,-2.572603,1.479519,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.240000,1.640371,-1.384782,-4.781576,-5.810980,5.396951,50.819679,-62.644459,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.248306,-0.000000,-1.749018,0.000006,4.851707,0.000189,-4.030621,0.008360,1.471134,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,0.000000,-4.614037,0.000015,14.322519,-0.001389,-58.056091,62.631145,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.273506,-0.363731,-0.925744,3.026760,2.565014,-4.207784,-2.112216,2.575909,-0.003059,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.240000,-1.640372,-1.384782,4.781543,-5.811277,-5.398362,50.811157,-53.078472,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.248306,-0.363731,0.925746,3.026761,-2.565029,-4.207994,2.111827,2.572067,-1.479650,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.240000,-1.640371,1.384784,4.781577,5.810973,-5.396800,-50.820518,62.645592,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
