duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
0.502028584,0.000000000,0.339119911,0.338002980,-0.007663717,-0.247492090,-0.002922743,0.076338060,-0.019849943,-0.000004192,-0.699999988,-0.012207821,0.002349592,0.017680855,-0.003751355,-0.006106975,0.002035725,0.000000000,-0.000000020,-0.500000000,-0.214084491,0.641218245,0.120283663,-0.233244509,-0.013517417,0.059260886,-0.014421828,-0.000003065
0.502028584,0.475528270,0.306597859,-0.471063465,-0.195081100,0.187923640,0.038024414,-0.062689543,0.014649617,0.000002895,-0.699999988,0.012207821,0.002349592,-0.017680936,-0.003751758,0.006107843,0.002033959,-0.001266317,-0.000000206,-0.154508486,0.683225930,0.053397093,-0.267586470,0.083103143,0.039021220,-0.041750595,0.009604915,0.000001808
0.502028525,0.293892592,-0.552522480,-0.181140929,0.195965320,-0.049358204,-0.030311288,0.039912079,-0.010328013,-0.000001783,-0.699999988,-0.017265724,-0.008214360,0.024737017,0.012961335,-0.008294978,-0.006831768,0.002907979,0.000000500,0.404508531,0.331524581,-0.285036325,-0.043700337,-0.011751099,-0.009678898,0.025516741,-0.006873447,-0.000001289
0.502028584,-0.293892682,-0.508735538,0.189235955,0.132080942,0.036161289,-0.007831028,-0.032410521,0.009860901,0.000002445,-0.699999988,0.030256303,0.019419963,-0.041195530,-0.029175814,0.011814071,0.013528668,-0.004646422,-0.000001237,0.404508471,-0.360071987,-0.345060349,0.082198329,0.081944719,-0.000993653,-0.022619372,0.005584018,0.000001240
0.502028584,-0.475528240,0.246051952,0.445125818,-0.104526103,-0.143848926,0.004909577,0.036679085,-0.008865847,0.000002779,-0.699999988,-0.063486107,-0.055760283,0.068121247,0.070113204,-0.004652010,-0.019028682,0.004694128,-0.000001496,-0.154508561,-0.577405214,0.161274970,0.143163309,-0.066786699,-0.019379126,0.016494455,-0.002852791,-0.000000349
1.195742726,0.000000087,1.023976803,-1.806131840,-2.802353621,3.886998892,2.982122660,-4.622011185,1.336902261,0.000495771,-0.699999988,0.488808662,1.905400038,1.157879710,-2.394064426,-1.556262851,2.518554449,-0.720047772,-0.000267639,-0.500000000,-0.262984902,1.042438745,-1.185738564,-0.519368112,1.506987929,-0.635833859,0.054478228,0.000020565
0.502028584,0.000000000,0.459092468,0.297667295,-0.226017952,-0.115159608,0.043696441,0.026019409,-0.009771657,0.000001856,0.699999988,0.203426674,-0.334590673,0.086841196,0.074028887,-0.020601034,-0.013854600,0.004750574,-0.000001026,-0.500000000,0.121189922,0.184380382,0.073850013,-0.019070435,-0.015172808,-0.001388153,0.001702160,0.000000425
0.502028584,0.475528270,0.221946701,-0.449241489,-0.071207851,0.151735649,-0.005305256,-0.042318638,0.012752390,0.000002799,0.699999988,-0.062002480,0.056010246,0.066067047,-0.070597008,-0.004016674,0.019366503,-0.004826389,-0.000001248,-0.154508486,0.562944531,0.154714689,-0.122323483,-0.056151431,0.012269625,0.010532780,-0.002969010,-0.000000712
0.502028525,0.293892592,-0.474366128,-0.172404647,0.082799807,-0.063040584,0.008746093,0.046994392,-0.016511418,-0.000002794,0.699999988,0.028152069,-0.020428952,-0.038151141,0.030806197,0.010759882,-0.014443071,0.003304385,0.000000629,0.404508531,0.384553760,-0.330845475,-0.117532536,0.059223182,0.013078295,-0.010264403,0.001786747,0.000000367
0.502028584,-0.293892682,-0.612843871,0.143310130,0.279930264,0.107510611,-0.056200266,-0.068619594,0.025272373,0.000004776,0.699999988,-0.013657754,0.010317264,0.019499745,-0.016342975,-0.006472039,0.008699495,-0.002043354,-0.000000381,0.404508471,-0.376526892,-0.313755214,0.107411779,0.033210423,-0.010967250,0.002250748,-0.000640591,-0.000000029
