duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.611874878,-0.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,4.055730820,-7.391851425,4.879541397,-1.147362471,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.616290569,10.599083900,-7.113719463,1.685322046
0.562985837,0.396057993,0.833088815,0.020106513,-0.582710981,-0.093567550,0.933024645,-0.935494542,0.437580317,-0.085676223,-0.445603997,-0.736456096,0.528489053,0.947678208,-0.073702231,-1.425327778,1.445175290,-0.657261252,0.125843957
0.596335530,0.922408998,0.191411689,-0.225912601,0.214890957,-0.179873303,-0.057944033,0.051282603,0.017535498,-0.010625781,-0.291164994,0.867602825,0.083929464,-0.776991248,0.355270982,0.173859164,-0.118551522,-0.019694641,0.015609014
0.556503356,0.923174024,-0.260845929,-0.348311484,-0.032257657,0.128614962,0.038976274,-0.057951789,0.014794787,-0.000829175,0.289869010,0.252495587,-0.114637010,0.159652159,-0.114056557,-0.087845095,0.084624223,-0.020578720,0.001218419
0.622172058,0.405364007,-0.665973067,0.168196589,0.257563323,-0.134367853,-0.073668920,0.049705043,-0.006705219,-0.000113908,0.450742006,-0.022172231,-0.408907890,-0.188043296,0.126728579,0.091873221,-0.058207911,0.007820887,0.000166632
0.619356751,0.000000000,-0.211362690,-0.000429183,-0.259996295,0.000203253,0.075658537,0.000438789,-0.007423908,0.000107519,-0.000000000,-0.727697909,0.001834865,0.351689786,-0.001599428,-0.081949495,-0.000073916,0.008600464,-0.000158370
0.556314528,-0.402803987,-0.594238877,-0.136284828,0.182878569,0.086419016,-0.044152450,-0.022416744,0.008132130,0.000826186,-0.449353993,-0.023902548,0.325037926,-0.133000791,-0.079752378,0.055606943,0.024760382,-0.010643198,-0.001211362
0.596334517,-0.921640992,-0.283232838,0.398717344,-0.037460957,-0.169181213,0.022464607,0.122856878,-0.067001686,0.010543857,-0.292459011,0.268590242,0.135095164,0.195741624,0.148378238,-0.076642267,-0.178862378,0.104194604,-0.015466241
0.563155174,-0.923934996,0.179331794,0.202388227,0.179383725,0.142370373,-0.286654055,0.269933313,-0.246641070,0.085211679,0.288569987,0.820428073,-0.072894387,-0.651620507,-0.281227559,0.487048537,-0.365676731,0.347413361,-0.125001788
0.614717245,-0.398611009,0.909570694,-0.019438805,-0.753814638,0.128452510,-2.099644423,5.418071270,-4.343419075,1.158833981,0.447039008,-0.799098730,-0.636447966,1.222283244,0.111028969,2.996282816,-8.067153931,6.425993919,-1.699927449
