duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.745218992,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.616290569,10.599084854,-7.113719940,1.685322165
0.685675681,0.396057993,0.833088756,0.020106491,-0.582710862,-0.093567453,0.933024347,-0.935494244,0.437580138,-0.085676193,-0.445603997,-0.736456037,0.528489053,0.947678030,-0.073702365,-1.425327301,1.445174694,-0.657261014,0.125843897
0.726293147,0.922408998,0.191411734,-0.225912631,0.214890897,-0.179873258,-0.057943981,0.051282559,0.017535500,-0.010625779,-0.291164994,0.867602706,0.083929531,-0.776991129,0.355270922,0.173859045,-0.118551418,-0.019694669,0.015609015
0.677780509,0.923174024,-0.260845929,-0.348311484,-0.032257650,0.128614932,0.038976312,-0.057951827,0.014794812,-0.000829181,0.289869010,0.252495617,-0.114637055,0.159652129,-0.114056513,-0.087845132,0.084624261,-0.020578744,0.001218424
0.757760167,0.405364007,-0.665973008,0.168196559,0.257563263,-0.134367809,-0.073668905,0.049705029,-0.006705218,-0.000113907,0.450742006,-0.022172278,-0.408907890,-0.188043222,0.126728550,0.091873199,-0.058207899,0.007820887,0.000166631
0.754331350,0.000000000,-0.211362705,-0.000429151,-0.259996295,0.000203232,0.075658537,0.000438792,-0.007423903,0.000107517,-0.000000000,-0.727697849,0.001834859,0.351689756,-0.001599435,-0.081949487,-0.000073909,0.008600457,-0.000158367
0.677550495,-0.402803987,-0.594238877,-0.136284843,0.182878554,0.086419024,-0.044152446,-0.022416750,0.008132135,0.000826184,-0.449353993,-0.023902565,0.325037897,-0.133000761,-0.079752356,0.055606931,0.024760377,-0.010643201,-0.001211360
0.726291895,-0.921640992,-0.283232838,0.398717314,-0.037460927,-0.169181168,0.022464573,0.122856855,-0.067001678,0.010543856,-0.292459011,0.268590271,0.135095209,0.195741549,0.148378149,-0.076642223,-0.178862303,0.104194567,-0.015466237
0.685881913,-0.923934996,0.179331809,0.202388227,0.179383680,0.142370418,-0.286654085,0.269933343,-0.246641099,0.085211694,0.288569987,0.820428073,-0.072894350,-0.651620507,-0.281227589,0.487048596,-0.365676850,0.347413450,-0.125001803
0.748680770,-0.398611009,0.909570694,-0.019438824,-0.753814638,0.128452554,-2.099644423,5.418070793,-4.343419075,1.158833981,0.447039008,-0.799098790,-0.636447966,1.222283244,0.111028880,2.996282816,-8.067153931,6.425993443,-1.699927449
