duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.837169468,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-5.616290569,10.599084854,-7.113720417,1.685322285
0.770279229,0.396057993,0.833088756,0.020106519,-0.582710803,-0.093567461,0.933024228,-0.935494125,0.437580109,-0.085676186,-0.445603997,-0.736455977,0.528489053,0.947677970,-0.073702350,-1.425327182,1.445174575,-0.657260954,0.125843897
0.815908432,0.922408998,0.191411763,-0.225912675,0.214890897,-0.179873228,-0.057943996,0.051282559,0.017535506,-0.010625780,-0.291164994,0.867602766,0.083929531,-0.776991189,0.355270922,0.173859105,-0.118551448,-0.019694665,0.015609017
0.761409938,0.923174024,-0.260845929,-0.348311484,-0.032257639,0.128614932,0.038976293,-0.057951804,0.014794798,-0.000829177,0.289869010,0.252495587,-0.114637055,0.159652174,-0.114056528,-0.087845132,0.084624246,-0.020578731,0.001218421
0.851258099,0.405364007,-0.665973067,0.168196589,0.257563323,-0.134367839,-0.073668912,0.049705036,-0.006705216,-0.000113909,0.450742006,-0.022172233,-0.408907890,-0.188043296,0.126728565,0.091873229,-0.058207903,0.007820883,0.000166632
0.847406149,0.000000000,-0.211362690,-0.000429202,-0.259996265,0.000203253,0.075658515,0.000438805,-0.007423915,0.000107521,-0.000000000,-0.727697849,0.001834859,0.351689726,-0.001599416,-0.081949472,-0.000073934,0.008600472,-0.000158372
0.761151552,-0.402803987,-0.594238877,-0.136284828,0.182878554,0.086419016,-0.044152442,-0.022416754,0.008132134,0.000826186,-0.449353993,-0.023902567,0.325037926,-0.133000761,-0.079752378,0.055606931,0.024760392,-0.010643203,-0.001211362
0.815907001,-0.921640992,-0.283232838,0.398717314,-0.037460946,-0.169181153,0.022464614,0.122856811,-0.067001656,0.010543851,-0.292459011,0.268590271,0.135095209,0.195741594,0.148378178,-0.076642267,-0.178862289,0.104194559,-0.015466233
0.770510912,-0.923934996,0.179331824,0.202388242,0.179383665,0.142370343,-0.286653996,0.269933283,-0.246641025,0.085211664,0.288569987,0.820428073,-0.072894394,-0.651620448,-0.281227529,0.487048477,-0.365676701,0.347413331,-0.125001758
0.841058373,-0.398611009,0.909570694,-0.019438827,-0.753814578,0.128452495,-2.099644423,5.418070793,-4.343419075,1.158833981,0.447039008,-0.799098730,-0.636448026,1.222283244,0.111029029,2.996282816,-8.067153931,6.425993919,-1.699927449
