duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
0.257810,0.000000,1.101222,-0.002974,8.268719,0.084514,-27.836775,-0.677181,28.927965,-0.000000,-2.258115,0.009671,8.325969,-0.108426,-5.401464,0.606033,-3.959092,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.237211,0.396058,2.194205,2.303023,-5.905411,-19.123110,11.483715,51.572929,-51.317486,-0.445604,-0.723679,5.425909,4.219674,-8.840584,-9.988007,-6.519843,26.598272,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.251263,0.922409,1.619169,-5.182938,-9.507453,14.054769,24.261261,-33.604782,1.578111,-0.291165,1.936480,4.220799,-8.581304,-13.762108,12.171286,37.650982,-42.523514,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.234480,0.923173,-1.609929,-5.153045,9.494086,13.587059,-24.307907,-30.841997,48.491821,0.289868,1.952918,-4.173306,-8.715648,13.574467,12.560148,-37.172283,25.773188,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.262149,0.405364,-2.201991,2.197205,6.051094,-18.467400,-11.712599,48.742996,-26.188229,0.450742,-0.679994,-5.508824,4.064218,9.272445,-9.986683,5.114064,-2.476382,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.260963,-0.000000,-1.107251,0.003447,-8.129268,-0.087065,27.156921,0.690513,-27.852638,-0.000000,-2.265631,0.009597,8.357640,-0.106515,-5.516763,0.582614,-3.722164,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.234400,-0.402804,-2.199318,-2.229995,5.998377,18.728020,-11.591915,-50.183212,50.025688,-0.449354,-0.692621,5.474687,4.092380,-9.024903,-9.922745,-6.218761,26.736351,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.251262,-0.921641,-1.621191,5.140027,9.548152,-13.668379,-24.446756,31.882833,0.387934,-0.292459,1.938412,4.215084,-8.598122,-13.728448,12.178353,37.632683,-42.516357,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.237282,-0.923935,1.607973,5.195950,-9.454741,-13.975357,24.123085,32.553631,-49.768112,0.288570,1.950984,-4.178675,-8.698737,13.605228,12.543666,-37.145325,25.610630,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
0.259008,-0.398611,2.197067,-2.270912,-5.960686,18.866877,11.628633,-50.104107,27.258692,0.447039,-0.711139,-5.460675,4.193411,9.092012,-10.056473,5.402043,-2.651913,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,
