duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.451106578,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4.055730820,-7.391851902,4.879541397,-1.147362590,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-5.616290569,10.599084854,-7.113719940,1.685322165
0.415062964,0.396057993,0.833088756,0.020106507,-0.582710862,-0.093567513,0.933024347,-0.935494244,0.437580168,-0.085676201,-0.445603997,-0.736455977,0.528489053,0.947678030,-0.073702268,-1.425327420,1.445174932,-0.657261133,0.125843912
0.439650148,0.922408998,0.191411734,-0.225912690,0.214890972,-0.179873288,-0.057944011,0.051282562,0.017535519,-0.010625786,-0.291164994,0.867602825,0.083929531,-0.776991367,0.355271012,0.173859134,-0.118551463,-0.019694686,0.015609025
0.410283774,0.923174024,-0.260845929,-0.348311484,-0.032257650,0.128614947,0.038976286,-0.057951793,0.014794793,-0.000829177,0.289869010,0.252495557,-0.114637017,0.159652188,-0.114056557,-0.087845117,0.084624246,-0.020578729,0.001218421
0.458698213,0.405364007,-0.665973067,0.168196589,0.257563293,-0.134367839,-0.073668912,0.049705043,-0.006705220,-0.000113908,0.450742006,-0.022172224,-0.408907890,-0.188043296,0.126728579,0.091873236,-0.058207918,0.007820888,0.000166632
0.456622601,-0.000000000,-0.211362705,-0.000429202,-0.259996265,0.000203257,0.075658515,0.000438789,-0.007423903,0.000107518,0.000000000,-0.727697849,0.001834868,0.351689726,-0.001599432,-0.081949472,-0.000073913,0.008600459,-0.000158369
0.410144538,-0.402803987,-0.594238877,-0.136284828,0.182878539,0.086419024,-0.044152446,-0.022416746,0.008132133,0.000826185,-0.449353993,-0.023902580,0.325037926,-0.133000746,-0.079752378,0.055606935,0.024760382,-0.010643201,-0.001211361
0.439649373,-0.921640992,-0.283232838,0.398717314,-0.037460916,-0.169181153,0.022464585,0.122856848,-0.067001671,0.010543855,-0.292459011,0.268590271,0.135095209,0.195741564,0.148378178,-0.076642245,-0.178862318,0.104194574,-0.015466237
0.415187806,-0.923934996,0.179331839,0.202388242,0.179383650,0.142370328,-0.286653996,0.269933283,-0.246641025,0.085211664,0.288569987,0.820428014,-0.072894394,-0.651620448,-0.281227499,0.487048477,-0.365676701,0.347413331,-0.125001773
0.453202128,-0.398611009,0.909570694,-0.019438822,-0.753814638,0.128452510,-2.099644423,5.418071270,-4.343419075,1.158833981,0.447039008,-0.799098730,-0.636448026,1.222283244,0.111029021,2.996283054,-8.067153931,6.425993919,-1.699927568
