duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8,cz0,cz1,cz2,cz3,cz4,cz5,cz6,cz7,cz8
1.391816258,-0.000000000,0.000000000,-0.000000000,-0.000000000,-0.000000000,0.517712057,-1.232572556,0.968717813,-0.253857285,-1.600000024,0.000000000,-0.000000000,0.000000000,0.000000000,4.990420341,-9.342608452,6.293395519,-1.501207113,0.050000004,0.000000000,0.000000000,0.000000000,0.000000000,6.914285660,-15.027710915,11.068729401,-2.778527737
0.836961746,0.000000000,-0.034101572,-0.027626798,0.046706066,0.030741077,0.016494283,-0.053745575,0.025556244,-0.004023723,-1.159999967,0.565601826,-0.038845025,-0.162380233,-0.000351319,0.212929621,-0.228003576,0.114842519,-0.023793792,0.226776689,-0.205630943,-0.588805437,0.086247295,0.269947737,0.322848618,-0.506731391,0.239385411,-0.044037975
1.087534070,-0.000000000,0.104508370,0.134588689,-0.156112403,-0.228520110,0.059326671,0.134254932,-0.046997271,-0.001048886,-0.719999969,0.402210772,-0.123901755,0.202878818,-0.005228202,-0.048295967,0.004238337,0.014218000,-0.006119990,-0.199999988,-0.191607341,1.200734258,0.377914757,-1.199992895,-0.149147958,0.503813148,-0.103570350,-0.011366945
0.794330120,0.000000000,-0.178173363,-0.060864426,0.196590230,0.103483111,-0.036851428,-0.033586748,0.009433692,-0.000031061,-0.279999971,0.421180546,0.085996158,-0.023891918,-0.032416433,-0.009594996,-0.007818010,0.006744120,-0.000199425,0.226776689,0.003538829,-0.689793468,-0.038491204,0.338904619,0.020985220,-0.077341326,0.015787115,-0.000366443
0.840270042,-0.000000000,0.406008244,0.531226635,-0.119896464,-0.321275651,-0.055545207,0.044415336,0.015068854,-0.000001716,0.160000086,0.362373799,-0.287984699,-0.214245364,0.030582216,0.098760240,0.048337616,-0.037793916,-0.000029887,-0.199999988,-0.409854770,0.670470893,0.606285512,-0.237154320,-0.173556119,0.033950575,0.009900582,-0.000042332
0.487362564,0.500000000,-0.047616445,-0.447066605,-0.106306888,0.067281902,0.034618396,0.005695940,-0.006604834,-0.000001499,0.160000086,-0.124685548,0.057502259,0.104969688,-0.008536628,-0.026699893,-0.008223796,0.005665627,0.000008296,0.300000042,0.699612975,0.015752617,-0.205798328,-0.028532444,0.015480176,0.003889614,-0.000404435,-0.000000199
0.514143586,-0.000000044,-0.876158834,-0.077254839,0.459851354,0.117095321,-0.091445453,-0.055944890,0.023864351,-0.000006989,0.160000086,0.134996817,0.055697385,-0.190071613,-0.082385577,0.056423020,0.043978564,-0.018737433,0.000098830,0.800000012,0.102857038,-0.632350564,-0.119169340,0.115243152,0.039590616,0.001486723,-0.007667187,0.000009547
0.566588640,-0.500000000,0.210884944,0.913481295,-0.361684680,-0.508131683,0.120210208,0.198036492,-0.072634399,-0.000162079,0.160000086,-0.262002110,-0.213301018,0.366573691,0.310469419,-0.114365801,-0.146422789,0.057618164,0.001430431,0.300000012,-0.997424424,-0.049713597,0.668645978,0.100011975,-0.182443932,-0.092485249,0.053266454,0.000142826
0.320489585,0.000000087,0.113016039,-0.184799045,0.039334904,0.052201614,-0.012625990,-0.011077860,0.004141177,-0.000190923,0.160000086,0.349230617,0.210938379,-0.066406809,-0.034902498,0.012640057,0.017426200,-0.010846842,0.001920916,-0.199999988,0.122186005,0.149475366,-0.132683516,-0.033287793,0.022127124,0.010001919,-0.004657987,0.000172201
0.275033236,-0.000000000,-0.027381625,0.026222296,0.021850454,-0.024687879,0.001809650,0.000770638,0.002554556,-0.001138089,0.640000105,0.462958097,0.011855711,-0.001997376,0.024143228,-0.032769840,0.040772386,-0.036393970,0.011431794,-0.066666678,0.025190456,-0.125194818,0.001320026,0.041436683,-0.005630148,-0.003263684,-0.001553465,0.001028287
0.583350599,0.000000000,0.030356169,-0.022126302,-0.169037148,0.114614345,0.611974180,-1.138822198,0.748714805,-0.175673872,1.120000124,1.049335718,-0.043065209,-0.489341319,-0.034072261,-3.955749035,9.015019417,-6.826755524,1.764628172,-0.133333340,-0.224558949,0.082317166,0.464731187,-0.365516454,-0.705359042,1.276178122,-0.753192723,0.158734068
