duration,cx0,cx1,cx2,cx3,cx4,cx5,cx6,cx7,cx8,cy0,cy1,cy2,cy3,cy4,cy5,cy6,cy7,cy8
0.382001936,0.000000000,0.283906370,-0.000197741,0.141689405,0.000373136,-0.031705275,-0.000196172,0.002187673,0.000000602,-0.000000000,-0.582165241,0.000643081,0.142670929,-0.000481033,-0.006147571,0.000174524,-0.000298698,-0.000000003
0.351479828,0.396057993,0.520488203,0.129588202,-0.078822523,-0.060550723,0.008634933,0.009177878,-0.002164380,-0.000000566,-0.445603997,-0.171664849,0.305311024,0.056322858,-0.027991325,-0.007501131,-0.001161595,0.001123847,0.000000175
0.372300506,0.922408998,0.406832755,-0.327208549,-0.150818050,0.056017678,0.024296083,-0.008453952,0.000099015,0.000000062,-0.291164994,0.486564398,0.266473413,-0.136126101,-0.054852989,0.012190023,0.009472427,-0.002686453,-0.000000703
0.347432733,0.923174024,-0.377497792,-0.283315510,0.122395717,0.041074898,-0.017233055,-0.005122368,0.001887633,0.000000462,0.289869010,0.457918942,-0.229449779,-0.112359703,0.041036814,0.008897490,-0.006173704,0.001002750,0.000000184
0.388430595,0.405364007,-0.577251911,0.151001677,0.109013610,-0.087218873,-0.014499133,0.015817115,-0.002225760,-0.000000735,0.450742006,-0.178261563,-0.378573239,0.073217899,0.043788496,-0.012362201,0.001659018,-0.000210403,-0.000000012
0.386672974,-0.000000000,-0.288948983,0.000231030,-0.144474551,-0.000403456,0.032874193,0.000210466,-0.002292049,-0.000000650,0.000000000,-0.591242671,0.000649959,0.148530766,-0.000493197,-0.006673789,0.000180827,-0.000305864,-0.000000007
0.347314835,-0.402803987,-0.515520692,-0.122523263,0.077252984,0.056535911,-0.008205009,-0.008320162,0.001942755,0.000000502,-0.449353993,-0.162350595,0.300797909,0.052705757,-0.027243963,-0.007024092,-0.001028405,0.001038204,0.000000153
0.372299850,-0.921640992,-0.407344222,0.324503928,0.151460737,-0.054476272,-0.024487801,0.008026221,0.000023453,-0.000000044,-0.292459011,0.487050354,0.266109675,-0.136391491,-0.054717444,0.012197456,0.009466732,-0.002685586,-0.000000701
0.351585537,-0.923934996,0.381543517,0.292547613,-0.126312524,-0.044303715,0.018149029,0.005805757,-0.002105185,-0.000000528,0.288569987,0.462933838,-0.235271275,-0.116212301,0.043128256,0.009435787,-0.006629641,0.001084152,0.000000204
0.383776456,-0.398611009,0.569057703,-0.152344555,-0.103570290,0.084909886,0.013552004,-0.015123326,0.002128904,0.000000692,0.447039008,-0.184190586,-0.366330147,0.072862588,0.040918149,-0.011722241,0.001630511,-0.000207261,-0.000000007
